"occ","y4_hhid","indidy4","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b09_2","hh_b10","hh_b11","hh_b12","hh_b13","hh_b14","hh_b15","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_1","hh_b27_2","hh_b27_3","hh_b28","hh_b29_1","hh_b29_2","hh_b29_3"
1,"1063-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",61,1,99,1,31,1,,0,1,98,53,1,97,,1,1,1,1,3,,,,1,2,,,,2,,13,"MEATU",24,3,5,"MASWA",24,4
2,"1063-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,2,99,1,31,1,,0,1,97,,2,97,,1,1,1,2,3,,,,1,1,,,,2,,13,"MEATU",24,3,5,"MEATU",24,3
3,"1063-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,3,99,1,31,1,,0,1,1,,,2,,,1,4,,,,,,,,,,,,,13,"MEATU",24,3,4,"MEATU",24,3
4,"1063-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1063-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,6,99,1,31,1,,0,11,97,,7,3,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1063-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,6,99,1,31,1,,0,11,97,,7,3,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1063-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,31,1,,0,16,97,,7,3,,,2,,,,,,,,,,,,,,,,,,,,,
8,"1063-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,6,99,1,31,1,,0,17,97,,7,3,,,2,,,,,,,,,,,,,,,,,,,,,
9,"1063-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,6,99,1,31,1,,0,17,97,,7,3,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1064-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,1,99,1,31,1,,0,1,98,30,1,97,,1,1,3,,,,,,2,,,,,1,,13,"MEATU",24,3,4,"MEATU",24,3
2,"1064-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1076-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,1,99,1,31,1,,0,9,97,,7,98,16,7,1,1,1,3,,,,1,2,,,,2,,26,"ARUMERU",2,2,4,"ARUSHA RURAL",2,6
2,"1076-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,31,1,,0,1,97,,7,98,0,7,1,1,1,3,,,,1,1,,,,2,,19,"ARUMERU",2,2,4,"ARUMERU",2,2
3,"1076-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1077-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,1,99,1,31,1,,0,1,98,20,2,98,18,3,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1077-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,2,99,1,31,1,,0,1,98,32,3,97,,3,1,1,1,2,,,,1,1,,,,2,,30,"MOSHI RURAL",3,4,4,"ARUSHA VIJIJINI",2,6
3,"1077-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1077-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1077-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1078-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,31,1,,0,1,98,35,2,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1078-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,99,1,31,1,,0,1,97,,2,97,,2,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1078-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1078-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1078-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1079-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,1,99,1,31,1,,0,1,98,29,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1079-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,2,99,1,31,1,,0,1,98,35,1,98,38,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1079-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1079-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1079-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1079-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1079-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1080-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,31,1,,0,7,97,,3,97,,3,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"1080-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,2,99,1,31,1,,0,1,98,0,7,98,1,7,1,1,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"1080-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1080-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1080-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1081-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,10,1,,3,1,98,31,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1081-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,1,31,1,,0,1,97,,1,98,28,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1081-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1082-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",60,1,99,1,31,1,,0,1,98,20,1,98,10,1,1,7,,,,,,,,,,,,,30,"ARUMERU",2,2,5,"ARUMERU",2,2
2,"1082-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,3,99,1,31,1,,0,1,98,27,1,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1082-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,3,99,2,0,1,,8,14,98,21,1,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"1083-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,1,99,1,31,1,,0,1,98,0,1,3,,,1,6,,,,,,,,,,,,,99,,,,,,,
2,"1083-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,99,1,31,1,,0,10,99,,7,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1083-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",85,7,99,1,31,1,,0,15,98,45,1,98,53,1,1,7,,,,,,,,,,,,,46,"ARUSHA VIJIJINI",2,6,6,"ARUMERU",2,2
1,"1095-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,1,99,1,31,1,,0,10,97,,1,97,,1,1,1,1,3,,,,2,,,,,1,,16,"ARUMERU",2,2,3,"ARUMERU",2,2
2,"1095-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,,0,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1095-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,14,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1095-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1096-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",55,1,99,1,31,1,,0,1,98,53,1,97,,1,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"1096-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,1,31,1,,0,1,98,0,1,97,,1,1,1,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"1096-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1096-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1096-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1096-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1096-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1097-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,31,1,,0,1,97,,1,97,,1,1,1,1,3,,,,2,,,,,1,,99,,,,,,,
2,"1097-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,,0,11,97,,1,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1097-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,31,1,,0,14,97,,1,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1097-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,11,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1097-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1097-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,,0,14,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1097-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
8,"1097-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
9,"1097-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,6,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1098-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,1,99,1,31,1,,0,1,98,26,1,98,23,1,1,1,1,3,,,,2,,,,,1,,99,,,,,,,
2,"1098-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,11,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
3,"1098-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1098-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1099-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,1,99,1,31,1,,0,1,97,,1,97,,1,1,1,1,3,,,,2,,,,,1,,1,"LONGIDO",2,7,3,"LONGIDO",2,7
2,"1099-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1100-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,1,99,1,31,1,,0,10,98,16,1,98,25,1,1,1,1,3,,,,2,,,,,1,,99,,,,,,,
2,"1100-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,,0,16,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
3,"1100-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1100-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1100-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,0,2,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1101-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,1,99,1,15,1,,0,1,97,,7,98,2,7,1,2,1,3,,,,1,2,,,,1,1,20,"LONGIDO",2,7,5,"LONGIDO",2,7
2,"1101-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,2,99,1,31,1,,0,1,97,,1,97,,1,1,2,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"1101-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1102-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,1,99,1,31,1,,0,1,97,,1,97,,1,1,1,1,3,,,,2,,,,,1,,99,,,,,,,
2,"1102-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,11,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
3,"1102-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1102-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1102-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,97,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1114-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,2,30,1,,0,7,98,15,3,97,,3,1,6,,,,,,,,,,,,,0,"MOROGORO URBAN",5,5,5,"MOROGORO URBAN",5,5
2,"1114-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,5,99,2,30,1,,6,9,98,6,3,97,,3,1,6,,,,,,,,,,,,,0,"MOROGORO URBAN",5,5,7,"MOROGORO URBAN",5,5
1,"1115-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,1,99,1,30,1,,9,7,98,10,7,97,,5,1,6,,,,,,,,,,,,,0,"KINONDONI",7,1,4,"ARUMERU",2,2
2,"1115-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,8,99,1,30,1,,9,7,98,8,7,97,,5,1,6,,,,,,,,,,,,,0,"KINONDONI",7,1,4,"ARUMERU",2,2
3,"1115-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,8,99,1,30,1,,9,7,97,,7,97,,3,1,6,,,,,,,,,,,,,0,"KINONDONI",7,1,4,"ARUMERU",2,2
1,"1116-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,16,1,,0,5,98,12,3,97,,3,1,3,,,,,,1,2,,,,2,,5,"BAGAMOYO",6,1,1,"BAGAMOYO",6,1
2,"1116-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,2,99,1,30,1,,0,11,98,31,3,97,,3,1,3,,,,,,1,1,,,,2,,5,"KIBAHA",6,2,4,"KIBAHA",6,2
3,"1116-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,7,1,,,2,,,1,6,,,,,,,,,,,,,5,"KIBAHA",6,2,4,"KIBAHA",6,2
4,"1116-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1116-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1116-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1118-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",63,1,99,1,28,1,,2,10,98,57,1,97,,1,1,1,3,2,,,,1,2,,,,2,,33,"KIBAHA",6,2,1,"KIBAHA",6,2
2,"1118-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",62,2,99,1,30,1,,0,10,98,5,1,3,,,1,1,3,2,,,,1,1,,,,2,,25,"ILALA",7,2,3,"MOROGORO URBAN",5,5
3,"1118-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",89,8,99,1,30,1,,7,15,98,15,1,98,38,1,1,7,,,,,,,,,,,,,0,"MOROGORO RURAL",5,2,7,"MOROGORO RURAL",5,2
4,"1118-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,8,99,1,30,1,,7,15,98,16,1,3,,,1,6,,,,,,,,,,,,,0,"MOROGORO RURAL",5,2,7,"MOROGORO RURAL",5,2
5,"1118-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,8,99,1,30,1,,7,14,98,1,,4,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1119-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",60,1,99,1,30,1,,5,7,98,55,2,98,7,1,1,4,,,,,,,,,,,,,30,"KIBAHA",6,2,3,"KILWA",8,1
2,"1119-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,6,99,1,30,1,,0,16,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1119-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,6,99,1,30,1,,3,16,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1119-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,6,99,1,30,1,,0,14,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1119-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,8,99,1,30,1,,0,17,97,,3,3,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1120-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,1,99,1,30,1,,4,7,98,10,3,97,,3,1,3,,,,,,1,2,,,,2,,10,"KINONDONI",7,1,4,"RUNGWE",12,4
2,"1120-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,99,1,30,1,,0,10,98,22,3,98,18,3,1,3,,,,,,1,1,,,,2,,99,,,,,,,
3,"1120-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,4,99,1,30,1,,0,14,98,6,4,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1120-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,4,99,1,30,1,,0,14,97,,2,2,,,1,6,,,,,,,,,,,,,3,"TEMEKE",7,3,4,"KINONDONI",7,1
5,"1120-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1121-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,31,1,,0,7,97,,3,97,,3,1,3,,,,,,1,2,,,,2,,11,"KONGWA",1,3,1,"KONGWA",1,3
2,"1121-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,1,31,1,,0,7,97,,3,97,,3,1,3,,,,,,1,1,,,,2,,11,"KONGWA",1,3,4,"NZEGA",14,1
3,"1121-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1122-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,30,1,,0,7,97,,2,97,,1,1,1,1,2,,,,1,2,,,,2,,7,"TABORA URBAN",14,6,5,"KIGOMA URBAN",16,4
2,"1122-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,2,99,1,23,1,,0,10,98,15,2,98,28,3,1,1,1,2,,,,1,1,,,,2,,7,"TABORA URBAN",14,6,5,"TABORA URBAN",14,6
3,"1122-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1122-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,7,"TABORA URBAN",14,6,5,"TABORA URBAN",14,6
1,"1133-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,2,30,1,,12,7,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
1,"1134-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",56,1,99,1,30,1,,0,6,98,31,4,98,30,7,1,1,1,2,,,,1,2,,,,2,,22,"KINONDONI",7,1,5,"BUKOBA URBAN",18,6
2,"1134-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,2,99,1,30,1,,0,10,98,27,2,98,22,2,1,1,1,2,,,,1,1,,,,2,,22,"KINONDONI",7,1,5,"BUKOBA URBAN",18,6
3,"1134-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,3,99,1,30,1,,0,7,1,,,2,,,1,6,,,,,,,,,,,,,22,"KINONDONI",7,1,4,"BUKOBA URBAN",18,6
4,"1134-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,22,"KINONDONI",7,1,4,"KINONDONI",7,1
5,"1134-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,8,99,1,30,1,,0,11,98,7,5,97,,3,1,6,,,,,,,,,,,,,22,"KINONDONI",7,1,4,"BUKOBA URBAN",18,6
