"occ","y4_hhid","indidy4","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b09_2","hh_b10","hh_b11","hh_b12","hh_b13","hh_b14","hh_b15","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_1","hh_b27_2","hh_b27_3","hh_b28","hh_b29_1","hh_b29_2","hh_b29_3"
2,"2902-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,2,99,1,30,1,,0,1,97,,3,97,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"2902-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2902-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2902-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"2902-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"2902-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2903-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,1,99,1,30,1,,0,1,98,15,2,97,,1,1,2,4,2,2,,,1,2,3,,,2,,99,,,,,,,
2,"2903-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,2,99,1,30,1,,0,1,97,,2,97,,1,1,2,1,2,,,,1,1,,,,2,,28,"NACHINGWEA",8,3,3,"NACHINGWEA",8,3
3,"2903-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,2,99,1,30,1,,0,1,98,27,2,97,,1,1,2,2,2,,,,1,1,,,,2,,17,"NACHINGWEA",8,3,3,"NACHINGWEA",8,3
4,"2903-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2903-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"2903-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,4,99,1,30,1,,0,1,97,,2,3,,,1,7,,,,,,,,,,,,,0,"NACHINGWEA",8,3,4,"NACHINGWEA",8,3
1,"2904-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,1,99,2,30,1,,0,1,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
1,"2905-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",63,1,99,1,30,1,,0,1,98,50,7,98,48,1,1,7,,,,,,,,,,,,,99,,,,,,,
2,"2905-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,6,99,1,30,1,,0,14,97,,3,97,,7,2,,,,,,,,,,,,,,,,,,,,,
3,"2905-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,30,1,,0,14,97,,3,97,,7,2,,,,,,,,,,,,,,,,,,,,,
1,"2906-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,1,99,1,30,1,,0,1,98,23,3,97,,3,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"2906-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,30,1,,0,1,97,,3,97,,1,1,1,1,2,,,,1,1,,,,2,,3,"LIWALE",8,4,3,"LIWALE",8,4
3,"2906-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,4,99,1,30,1,,0,14,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2907-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,99,1,30,1,,0,1,98,38,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"2907-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,2,99,1,30,1,,0,1,97,,3,97,,3,1,1,2,2,,,,1,1,,,,2,,21,"NACHINGWEA",8,3,3,"NACHINGWEA",8,3
3,"2907-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2907-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2907-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2919-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,1,99,1,30,1,,0,1,99,,7,97,,2,1,1,1,2,,,,1,2,,,,2,,7,"LIWALE",8,4,6,"LIWALE",8,4
2,"2919-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,2,99,1,30,1,,0,1,97,,3,97,,2,1,1,1,2,,,,1,1,,,,2,,6,"LIWALE",8,4,3,"LIWALE",8,4
3,"2919-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2920-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",84,1,99,1,30,1,,0,1,98,0,1,98,30,1,1,1,1,2,,,,1,2,,,,2,,36,"LIWALE",8,4,6,"LIWALE",8,4
2,"2920-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",72,2,99,1,30,1,,0,1,98,58,1,98,20,1,1,1,1,2,,,,1,1,,,,2,,28,"LIWALE",8,4,3,"LIWALE",8,4
1,"2921-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,1,98,34,1,12,,,1,1,4,2,,,,1,2,,,,2,,32,"LIWALE",8,4,4,"LIWALE",8,4
2,"2921-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,2,99,1,30,1,,0,1,97,,3,97,,1,1,1,4,2,,,,1,1,,,,2,,30,"LIWALE",8,4,4,"LIWALE",8,4
3,"2921-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,99,1,30,1,,0,1,1,,,97,,1,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2921-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,30,1,,0,14,1,,,97,,1,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2921-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,30,1,,0,14,1,,,97,,1,1,6,,,,,,,,,,,,,99,,,,,,,
6,"2921-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,14,1,,,97,,1,2,,,,,,,,,,,,,,,,,,,,,
7,"2921-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,4,99,1,30,1,,0,1,97,,1,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
8,"2921-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,4,99,1,30,1,,0,14,97,,3,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
9,"2921-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,4,99,1,30,1,,0,14,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
10,"2921-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,4,99,1,30,1,,0,14,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
11,"2921-001",11,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
12,"2921-001",12,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",80,7,99,1,30,1,,0,1,98,51,1,98,55,1,1,7,,,,,,,,,,,,,32,"LIWALE",8,4,6,"LIWALE",8,4
1,"2922-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",57,1,99,1,30,1,,0,1,98,33,1,8,,,1,2,1,2,2,,,1,2,3,,,2,,99,,,,,,,
2,"2922-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",52,2,99,1,30,1,,0,1,98,10,1,97,,1,1,2,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"2922-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,2,99,1,30,1,,0,1,98,39,7,97,,1,1,2,1,2,,,,1,1,,,,2,,36,"KILWA",8,1,4,"KILWA",8,1
4,"2922-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,4,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2922-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,17,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
6,"2922-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
7,"2922-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,2,0,2,,11,14,1,,,3,,,1,6,,,,,,,,,,,,,99,,,,,,,
8,"2922-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",87,7,99,1,30,1,,0,15,98,10,1,98,14,1,1,7,,,,,,,,,,,,,99,,,,,,,
1,"2923-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,99,1,30,1,,0,1,97,,3,97,,2,1,5,,,,,,,,,,,,,29,"LIWALE",8,4,6,"LIWALE",8,4
2,"2923-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,2,0,1,,9,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"2923-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,2,7,1,,9,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2923-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2923-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,30,1,,0,14,97,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
6,"2923-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,8,99,1,30,1,,0,14,98,6,3,98,5,5,2,,,,,,,,,,,,,,,,,,,,,
1,"2924-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",94,1,99,1,30,1,,0,15,98,38,1,98,49,1,1,1,1,2,,,,1,2,,,,2,,44,"LIWALE",8,4,5,"LIWALE",8,4
2,"2924-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",76,2,99,1,30,1,,0,1,98,32,1,98,40,1,1,1,1,2,,,,1,1,,,,2,,44,"LIWALE",8,4,5,"LIWALE",8,4
1,"2925-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,30,1,,0,1,97,,3,97,,3,1,4,,,,,,,,,,,,,99,,,,,,,
2,"2925-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,4,99,1,22,1,,0,14,97,,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
1,"2926-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,99,1,30,1,,0,1,98,43,3,97,,1,1,1,1,2,,,,1,2,,,,2,,40,"LIWALE",8,4,4,"LIWALE",8,4
2,"2926-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,2,99,1,30,1,,0,1,98,18,1,97,,1,1,1,1,2,,,,1,1,,,,2,,37,"LIWALE",8,4,4,"LIWALE",8,4
3,"2926-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2926-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2926-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2938-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,1,99,1,30,1,,0,1,98,34,1,8,,,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"2938-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,2,99,1,30,1,,0,1,97,,1,97,,2,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"2938-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"2938-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2938-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,11,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"2938-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"2938-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
8,"2938-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",72,7,99,1,30,1,,0,1,98,20,1,98,18,1,1,7,,,,,,,,,,,,,46,"SINGIDA RURAL",13,2,3,"SINGIDA RURAL",13,2
1,"2939-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,99,1,30,1,,0,1,97,,3,97,,3,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"2939-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,30,1,,0,1,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"2939-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2940-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,1,30,1,,0,1,97,,3,97,,1,1,1,1,2,,,,1,2,,,,2,,13,"HANANG",21,2,4,"HANANG",21,2
2,"2940-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,30,1,,0,1,97,,3,97,,1,1,1,1,2,,,,1,1,,,,2,,5,"HANANG",21,2,3,"HANANG",21,2
3,"2940-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"2940-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2941-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",65,1,99,1,30,1,,0,1,98,47,1,98,41,1,1,7,,,,,,,,,,,,,8,"SINGIDA RURAL",13,2,4,"SINGIDA RURAL",13,2
1,"2942-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,,0,1,97,,2,97,,1,1,3,,,,,,1,2,,,,2,,12,"SINGIDA RURAL",13,2,6,"SINGIDA RURAL",13,2
2,"2942-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,99,2,29,1,,0,1,97,,1,97,,1,1,3,,,,,,1,1,,,,2,,7,"SINGIDA RURAL",13,2,3,"SINGIDA RURAL",13,2
3,"2942-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"2942-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2942-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2943-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,1,99,1,30,1,,0,1,98,0,1,98,33,1,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"2943-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,2,99,1,30,1,,0,1,97,,1,97,,1,1,1,1,3,,,,1,1,,,,2,,37,"HANANG",21,2,4,"HANANG",21,2
3,"2943-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2943-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,99,1,30,1,,0,11,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2943-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
6,"2943-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"2943-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
8,"2943-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
9,"2943-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2944-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,1,30,1,,0,1,97,,3,97,,3,1,1,1,2,,,,1,2,,,,2,,5,"SINGIDA RURAL",13,2,5,"SINGIDA RURAL",13,2
2,"2944-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,99,1,30,2,,11,1,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,15,"SINGIDA RURAL",13,2,5,"SINGIDA RURAL",13,2
1,"2945-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,30,1,,6,10,97,,3,97,,1,1,4,,,,,,,,,,,,,1,"SINGIDA RURAL",13,2,7,"SINGIDA RURAL",13,2
2,"2945-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,6,14,97,,3,1,,,1,6,,,,,,,,,,,,,1,"SINGIDA RURAL",13,2,4,"SINGIDA RURAL",13,2
3,"2945-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,30,1,,6,14,97,,3,1,,,1,6,,,,,,,,,,,,,1,"SINGIDA RURAL",13,2,4,"SINGIDA RURAL",13,2
4,"2945-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,30,1,,6,14,97,,3,1,,,1,6,,,,,,,,,,,,,1,"SINGIDA RURAL",13,2,4,"SINGIDA RURAL",13,2
5,"2945-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,6,11,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
6,"2945-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,6,11,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
7,"2945-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,6,17,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2957-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,1,99,1,31,1,,0,1,98,24,1,11,,,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"2957-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,2,99,1,31,1,,0,1,97,,1,97,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"2957-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,99,2,0,1,,6,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"2957-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"2957-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
6,"2957-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
7,"2957-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,11,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
8,"2957-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
9,"2957-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
10,"2957-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,,0,17,99,,7,97,,5,2,,,,,,,,,,,,,,,,,,,,,
11,"2957-001",11,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",96,7,99,1,31,1,,0,15,98,46,1,98,60,1,1,7,,,,,,,,,,,,,99,,,,,,,
1,"2958-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,1,99,1,30,1,,0,1,97,,1,97,,1,1,1,2,3,,,,1,2,,,,2,,99,,,,,,,
2,"2958-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,30,1,,0,1,97,,1,97,,1,1,1,2,3,,,,1,1,,,,2,,1,"MBULU",21,3,3,"MBULU",21,3
3,"2958-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"2958-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"2958-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"2959-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",48,1,99,1,30,1,,0,1,3,,,98,36,1,1,1,2,3,,,,1,2,,,,2,,99,,,,,,,
2,"2959-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,2,99,1,30,1,,0,1,98,17,1,97,,1,1,1,1,3,,,,1,1,,,,2,,15,"MBULU",21,3,3,"MBULU",21,3
3,"2959-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",85,7,99,2,0,2,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"2959-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,99,1,30,1,,0,1,1,,,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
